0,1,classification,target
0.7997915625937898,0.09437277398373933,1,1
0.7997953640563709,0.075995212700978,0,1
0.8443867056121194,0.1116884887797914,0,0
0.8266957989940684,0.14121602559072016,0,0
0.8390929932378105,0.18628901604649664,0,0
0.792937521533213,0.22039575346197424,0,0
0.11962680126029475,0.22039575346197424,1,0
0.10460553281197119,0.1799624864571555,1,0
0.3132868714176721,0.1799624864571555,0,0
0.34273091780832515,0.1775110472795737,0,0
0.38026938960867757,0.20230468417649006,0,0
0.39203170036596385,0.20183282820504808,0,0
0.3983184253338403,0.17784350588203984,0,0
0.4419513219502521,0.13304308825969086,0,0
0.42134070033791626,0.12326847056915077,0,0
0.01923477501572438,0.12326847056915077,1,0
0.03191812340490642,0.16039416838448164,1,0
0.051712846915188196,0.1213889141353118,1,1
0.05858091813185122,0.10870892294368184,1,1
0.08140238710252808,0.10101081523750742,1,1
0.07088700838142087,0.11362126252763086,1,1
0.2603422506448292,0.11362126252763086,0,1
0.2674541238252806,0.08769151589808159,0,1
0.25591685729045,0.05444460054077252,0,0
0.24164463991475466,0.04912382042808225,0,0
-0.08600750791958833,0.04912382042808225,1,0
-0.07865810515608111,0.05156842307336368,1,0
0.16418441599851427,0.05156842307336368,0,0
0.11603212432077356,0.07933923338980836,0,0
0.09784734759597385,0.09247504742600554,1,1
0.12496505133791372,0.12053114408620891,1,1
0.13218315193914287,0.08560993492623714,0,0
0.1662687317696369,0.03845509035734493,0,0
0.17256837304939993,0.07551050758828969,0,0
0.18495824749978704,0.06466057149448229,0,0
0.18790562761681687,0.09380204515564437,0,0
0.1594040022132077,0.08123317620830385,0,0
0.15799593485146288,0.09302213235793279,0,0
0.1910182427935653,0.09105054279649062,0,0
-0.0051037382065205975,0.09105054279649062,1,0
0.04158491978834405,0.09780112531672938,1,0
0.050436880718945594,0.13663173408415252,1,1
0.026176431145591178,0.1768014497701035,1,1
0.029971457351832705,0.19843216241546974,1,1
0.04824386211714364,0.18635143383249203,1,1
0.08727017901955565,0.20898534548838751,1,1
0.10350305988589913,0.18113035583195058,1,1
0.15023573338646054,0.22242149146568396,1,1
0.3607490423055815,0.22242149146568396,0,1
0.347777928458343,0.25230231349500787,0,1
0.37306833722680754,0.21790458157652878,0,0
0.400703557320535,0.2377068419504209,0,0
0.3932984627974104,0.19018328892632166,0,0
0.3490976079542438,0.2204226699071205,0,0
0.33817635750308134,0.2082671327439389,0,0
0.08010019413577861,0.2082671327439389,1,0
0.0438289583196477,0.21852735515238259,1,0
0.05092082555661305,0.226132720101429,1,1
0.056458743204763816,0.19573768136812694,1,1
0.3116034793572513,0.19573768136812694,0,1
0.2681830620241449,0.21000505013516155,0,1
0.22298693636694453,0.16179136222674692,0,0
0.028837669427158943,0.16179136222674692,1,0
0.06544038461519808,0.13499141011799068,1,0
0.10164742620113382,0.12128397443221196,1,1
0.14917827757424695,0.15737118805438757,1,1
0.2944733268656191,0.15737118805438757,0,1
0.28594060122505166,0.1424578213043894,0,1
0.2990283740484039,0.13019387997433934,0,0
0.282842735116304,0.12889153668162,0,0
-0.0013839962092011826,0.12889153668162,1,0
0.04441338625922353,0.1285564337449342,1,0
0.27081931356414995,0.1285564337449342,0,0
0.28680272217445096,0.11427700231331077,0,0
0.28714837463086684,0.11678542870635654,0,0
0.2399541989516556,0.09099502539861436,0,0
0.28017780918310903,0.06532027349739075,0,0
0.26521625391931597,0.0560109926369628,0,0
0.2588336858697066,0.05324755319709275,0,0
0.25209187366650093,0.0633637980253481,0,0
0.2968742245424819,0.09254027628345945,0,0
0.2975859730593442,0.04400382994693314,0,0
-0.08392594941326645,0.04400382994693314,1,0
-0.07255797361742805,0.07273265022447536,1,0
-0.06733441236817156,0.07525441349005944,1,1
-0.06473047398199144,0.10486737778793068,1,1
-0.04264017533806508,0.07839033716796387,1,1
-0.020289759639437594,0.10975357701019023,1,1
0.011899546249736378,0.11938024887910023,1,1
0.05080570927706114,0.11175213399696715,1,1
0.03220327176007865,0.1096970893711727,1,1
