x1,x2,classification,target
0.7183535588939226,0.9572443377452814,0,0
0.7251725045366686,0.9528000087187943,0,0
0.7724540237790639,0.9220768001330498,0,0
0.8035948914343051,0.8722544671106276,0,0
0.14872936742656442,0.8722544671106276,1,0
0.1292131710395323,0.9020935042773687,1,0
0.10997380102635293,0.9098870806904871,1,1
0.06921302280600833,0.9532671636533763,1,1
0.358335237014806,0.9532671636533763,0,1
0.3590395106144873,0.9377796882504866,0,1
0.38952288196644735,0.8963779219917298,0,0
0.42511133205324747,0.9231743536313808,0,0
0.44259043720863034,0.8906035869620132,0,0
0.43069569888921755,0.9404927834629746,0,0
0.4027640543293102,0.929994458780678,0,0
0.11290324061763132,0.929994458780678,1,0
0.12716304178919594,0.9715621624786307,1,0
0.09516631451299384,0.9415262925726403,1,1
0.35121060753933897,0.9415262925726403,0,1
0.3334869921896486,0.8973622873929004,0,1
0.3282272240907279,0.8719943329341636,0,0
0.3346547322229948,0.8759236703534309,0,0
0.34751715279845385,0.8374751662598893,0,0
0.18846807752733483,0.8374751662598893,1,0
0.2104615672248218,0.8350940288100258,1,0
0.17983519148252386,0.8776084962184255,1,1
0.1861020311582276,0.857976299132845,1,1
0.17370935250768763,0.821111290064994,1,1
0.1594302166960995,0.8342001107546764,1,1
0.1695417130432268,0.8181913132221675,1,1
0.1886897802966135,0.8489976872981162,1,1
0.1816508279759931,0.8567115619475757,1,1
0.41539563307913796,0.8567115619475757,0,1
0.3694520682608608,0.8474003248810114,0,1
0.36987334882112044,0.8476468653448956,0,0
0.35168048207601993,0.8572240928632266,0,0
0.3639009633961389,0.8498713864383578,0,0
0.4034173137256671,0.8549942042549837,0,0
0.18090181221071278,0.8549942042549837,1,0
0.16993115586399074,0.8596963264033465,1,0
0.17426271532888724,0.8848987570027526,1,1
0.15991711544166606,0.9002477375568653,1,1
0.11118754139003265,0.8874941215475565,1,1
0.3994055731657236,0.8874941215475565,0,1
0.4228284835313377,0.9303252362115212,0,1
0.3983398303489952,0.9590749282998953,0,0
0.36925312208130956,0.9406051462275955,0,0
0.32376909333083,0.918331953261288,0,0
0.3632605912652661,0.8762017906589046,0,0
0.3840704642876164,0.9150509708416166,0,0
0.3382454585642717,0.876197882886381,0,0
0.38815939954321754,0.8681479825959632,0,0
0.41145082257460375,0.9173305500433684,0,0
0.09476740295002628,0.9173305500433684,1,0
0.06986891141764273,0.9357492033788999,1,0
0.3349985270965461,0.9357492033788999,0,0
0.33368607141107365,0.8905953521855206,0,0
0.30587766740073585,0.9373214860207242,0,0
0.28376142920099434,0.8950217327942439,0,0
0.30369874868332375,0.8759716290983929,0,0
0.2842272014110181,0.8547432280842011,0,0
0.2367865356723448,0.8331750934841292,1,0
0.27307858947074215,0.7976199716163406,1,0
0.29548143490766365,0.8344748190397815,1,1
0.31775162056164996,0.7922203672902661,1,1
0.29158265614088,0.8080789607725,1,1
0.3137283669793328,0.778410407211433,1,1
0.3528066094008863,0.7758299453401942,0,1
0.35576599009100573,0.7619565035415979,0,1
0.33470524647119687,0.7776715908370911,1,1
0.34589963757655395,0.7330904065686916,1,1
0.3074650188194983,0.7404618800964664,1,1
0.3572580740164792,0.7155429161143951,1,1
0.3371180105876419,0.694768299651202,1,1
0.2949927863632688,0.7085828262948478,1,1
0.3267936549479545,0.7343630418625102,1,1
0.34237106467326184,0.7640860808665256,1,1
0.4740783466003288,0.7640860808665256,0,1
0.4301513857994958,0.7221428755281757,0,1
0.41194192414355685,0.709079287829188,0,0
0.4027891864183679,0.7520245860026538,0,0
0.37679216930331316,0.7477064316079288,0,0
0.3290399098988495,0.7927779992949109,0,0
0.18640528089433706,0.7927779992949109,1,0
0.21660914480144466,0.8144882184697249,1,0
0.18341971913981178,0.8169566966905168,1,1
0.43458761595131085,0.8169566966905168,0,1
0.47765245740954176,0.7837308444561575,0,1
0.48566785104452864,0.8050010136499686,0,0
0.44774589936852605,0.7605095581370623,0,0
0.45980309801075464,0.7977392216935464,0,0
0.19994371018173754,0.7977392216935464,1,0
0.24763380506449706,0.7944977400415693,1,0
0.23009533956017894,0.7720604962330994,1,1
0.24374147018311207,0.7705428821426559,1,1
0.25519051460581654,0.7555493062860889,1,1
0.4698197662473952,0.7555493062860889,0,1
0.4942558949213712,0.7993089439845122,0,1
0.4825934136429433,0.8461430945259129,0,0
0.4382307088085702,0.8818271403590732,0,0
0.4301481477453357,0.8871350794623765,0,0
0.4663952872104468,0.8373170686551756,0,0
0.45571669754170663,0.8534296413702138,0,0
0.499537419942803,0.8319045570387325,0,0
0.48824063391620054,0.7864189532666134,0,0
0.18981998529860275,0.7864189532666134,1,0
0.165616562126989,0.7438236811849815,1,0
0.20191625587732687,0.7408598509221049,1,1
0.1604936216928753,0.7832251624264838,1,1
0.11586402587508496,0.8145694639513118,1,1
0.12940650797346984,0.8476233084752061,1,1
0.14318472379332411,0.8159295360890877,1,1
0.14131596227799076,0.8167763766611219,1,1
0.10920799319394445,0.8107984122433547,1,1
0.06946739979879388,0.7772010142601576,1,1
0.46374019869576094,0.7772010142601576,0,1
0.45629457726952505,0.7815084536919062,0,1
0.4931261048736078,0.7318142512425753,0,0
0.26228910403422767,0.7318142512425753,1,0
0.2850465088294143,0.7406316644908413,1,0
0.2823671538855632,0.7506281417872528,1,1
0.29792645779719007,0.7495255544795503,1,1
0.26125954543107555,0.7242780966684476,1,1
0.2238654151496906,0.7274025376275292,1,1
0.2235686040717672,0.7207795088037867,1,1
0.5172332527971416,0.7207795088037867,0,1
0.5199182233196901,0.6803650470760073,0,1
0.504055933951369,0.7120474095391481,0,0
0.4649455416886708,0.6886257690184111,0,0
0.25074237704963104,0.6886257690184111,1,0
0.22353387439865266,0.6627105805027441,1,0
0.2078919159031554,0.6361891295210145,1,1
0.22333322478174542,0.5863268145405114,1,1
0.26981898966415274,0.6280197468976668,1,1
0.5780379125475626,0.6280197468976668,0,1
0.5898342183809466,0.5823593988030806,0,1
0.58301403479678,0.5337045026547124,0,0
0.5768314658424539,0.48851334256035633,0,0
0.43579178098077015,0.48851334256035633,1,0
0.44228168187174066,0.5330485596001215,1,0
0.4238645486486247,0.5310132498665368,1,1
0.42357302780301154,0.5684713995874746,1,1
0.3898482295046863,0.5968067561301015,1,1
0.3540352381868256,0.5813005157999167,1,1
0.3120595821373443,0.605104394657689,1,1
0.6026756025392228,0.605104394657689,0,1
0.556259372314185,0.5597064551694895,0,1
0.5789100841620328,0.6036241619071647,0,0
0.6062916673723234,0.5871401758105843,0,0
0.37194605217782595,0.5871401758105843,1,0
0.38006758011844793,0.571493028118501,1,0
0.6039992712278489,0.571493028118501,0,0
0.6336037498162471,0.5593806058820595,0,0
0.6796607802139485,0.5155276451117847,0,0
0.6629163683953198,0.5613940673276715,0,0
0.649101939293197,0.5306594083209062,0,0
0.6371741638256913,0.49620332387244726,0,0
0.5990798014171614,0.4995526374201944,0,0
0.6281011853193955,0.4828776003923588,0,0
0.6537935349996238,0.4897368664718641,0,0
0.4214550806957879,0.4897368664718641,1,0
0.39880970741062266,0.4906958285159261,1,0
0.43691503087159456,0.445681190354276,1,1
0.4405661234541834,0.4726250390935247,1,1
0.48605827888474196,0.441795517280658,1,1
0.5015957437852804,0.39358331498245397,1,1
0.5509064956554152,0.43396993282147633,1,1
0.5377792892450379,0.4635190668988664,1,1
0.6927332385230598,0.4635190668988664,0,1
0.7173505408633466,0.4334017873578751,0,1
0.7078639068039931,0.4524676292396126,0,0
0.6835967627770473,0.5007738281765296,0,0
0.4126481679439121,0.5007738281765296,1,0
0.43798927046335606,0.5409626153004793,1,0
0.44078413104365716,0.5444152279770751,1,1
0.44718682247192715,0.5127932090678147,1,1
0.44923541578412174,0.5506088923457398,1,1
0.4047413909542049,0.511648096330548,1,1
0.3737183820633708,0.5224596550676491,1,1
0.3305329371085458,0.5361789746443572,1,1
0.36644238887423214,0.5815858256116166,1,1
0.3198525261642866,0.537489070999884,1,1
0.654384530116444,0.537489070999884,0,1
0.622373449406749,0.4895278540388397,0,1
0.598194244200405,0.45324873413377703,0,0
0.5698851661067573,0.46887090615607513,1,0
0.524795910186156,0.484513286845666,1,0
0.5403720858165835,0.4499996414181015,1,1
0.513241381563778,0.40062047829450803,1,1
0.4990911645666851,0.35575227532134446,1,1
0.4770529751340861,0.37143151480011666,1,1
0.48931596479921063,0.34556553125105127,1,1
0.45092950042644553,0.34536966579737804,1,1
0.4587356488131229,0.3053301326962293,1,1
0.8437348369076741,0.3053301326962293,0,1
0.891560101650202,0.2649996611308676,0,1
0.6299919829847717,0.2649996611308676,1,1
0.6643672160779414,0.28190120116809586,1,1
0.6365723661781465,0.3255735558041673,1,1
0.6398093145691564,0.3310603549834356,1,1
0.830748406191393,0.3310603549834356,0,1
0.7891750675487796,0.3760105160465114,0,1
0.8244895238409097,0.3467110334910751,0,0
0.865157500844206,0.3426466221887592,0,0
0.8574646362988698,0.31832672606822465,0,0
0.8866337628016284,0.33986309523046404,0,0
0.8529796766209257,0.3690888336443412,0,0
0.8607955786373458,0.41116306618354165,0,0
0.8571147786458293,0.37916656307631613,0,0
0.8397687390697683,0.4278783349892231,0,0
0.4744023095429214,0.4278783349892231,1,0
0.4291473539842061,0.4156095058633129,1,0
0.4212028159161419,0.36969119265663397,1,1
0.3869655447150593,0.34815075257659783,1,1
0.38646451084184646,0.3921642012611546,1,1
0.7695010651728706,0.3921642012611546,0,1
0.818512321605976,0.43559475577203144,0,1
